512, 512, 2, 463
546.73, 547.29, 542.05, 549.42, 554.70, 551.49, 553.48, 554.89, 560.81, 552.32, 560.99, 551.33, 562.66, 577.66, 557.41, 544.48, 551.03, 564.58, 558.62, 547.37
4.77, 4.52, 7.70, 4.38, 4.57, 5.20, 4.23, 4.55, 4.19, 4.28, 4.85, 5.81, 5.04, 4.35, 4.65, 4.44, 5.40, 4.47, 4.30, 5.33
58.41, 54.34, 58.77, 58.96, 57.94, 59.45, 53.63, 56.76, 57.10, 55.27, 55.01, 53.94, 55.67, 58.03, 53.74, 55.88, 53.47, 56.05, 56.91, 58.26
485.52, 475.66, 476.51, 469.05, 500.07, 569.94, 572.76, 570.97, 571.72, 570.41, 568.36, 568.97, 569.20, 570.62, 567.05, 569.63, 573.12, 570.51, 565.10, 572.08
1024, 768, 2, 137
322.52, 326.34, 336.07, 319.57, 319.27, 320.89, 323.88, 311.65, 320.19, 318.05, 313.80, 324.13, 317.56, 313.96, 323.90, 317.31, 349.95, 338.59, 346.67, 351.91
15.75, 12.98, 17.05, 16.78, 16.95, 17.85, 12.81, 13.79, 13.95, 13.78, 13.90, 13.77, 13.90, 13.76, 12.95, 13.59, 12.83, 13.19, 13.05, 13.99
165.84, 152.68, 155.65, 153.54, 156.76, 156.69, 153.52, 152.81, 151.36, 153.62, 151.74, 153.57, 156.66, 158.78, 161.55, 153.43, 151.67, 154.69, 153.62, 157.49
171.80, 172.03, 173.14, 171.68, 172.29, 170.48, 172.65, 171.31, 167.39, 148.64, 170.75, 172.34, 171.79, 172.25, 171.97, 170.88, 171.68, 172.21, 171.67, 166.90
1024, 912, 2, 2501
3304.44, 3279.91, 3316.28, 3318.75, 3317.68, 3309.07, 3316.72, 3306.74, 3295.76, 3300.22, 3320.39, 3317.58, 3311.83, 3311.04, 3320.82, 3308.02, 3311.98, 3315.72, 3312.80, 3314.01
23.19, 16.53, 20.61, 20.08, 19.79, 19.89, 19.83, 19.78, 19.90, 19.91, 19.78, 19.88, 19.79, 19.82, 19.85, 19.91, 19.81, 19.84, 19.88, 19.82
191.53, 197.47, 198.41, 198.86, 199.17, 210.42, 194.67, 196.45, 197.33, 198.06, 203.32, 196.35, 201.18, 201.60, 197.32, 202.27, 194.43, 201.91, 196.01, 191.71
3095.19, 3102.07, 3098.16, 3106.94, 3077.72, 3103.82, 3096.94, 3093.68, 3092.44, 3068.22, 3094.07, 3102.45, 3102.75, 3109.52, 3100.09, 3099.11, 3103.43, 3086.99, 3088.59, 3096.64
685, 610, 2, 1330
1755.60, 1753.12, 1751.47, 1748.88, 1740.15, 1615.12, 1544.41, 1542.11, 1542.70, 1550.09, 1547.49, 1556.88, 1570.99, 1583.83, 1563.00, 1571.16, 1580.67, 1509.93, 1563.25, 1574.99
7.57, 7.39, 7.26, 8.52, 7.12, 9.57, 7.19, 8.23, 7.25, 8.77, 7.18, 7.48, 7.13, 7.93, 7.57, 7.21, 7.34, 7.09, 8.24, 7.13
102.58, 99.59, 95.93, 93.29, 94.94, 91.78, 89.14, 98.19, 96.84, 91.36, 92.79, 97.25, 95.63, 96.14, 85.83, 93.78, 96.35, 90.24, 95.61, 91.66
1420.75, 1448.54, 1416.70, 1407.74, 1438.79, 1451.03, 1450.19, 1468.46, 1428.89, 1446.21, 1421.30, 1407.66, 1445.82, 1445.76, 1429.58, 1394.02, 1411.79, 1463.75, 1474.18, 1472.23
762, 1309, 2, 1146
1452.67, 1453.00, 1437.96, 1454.86, 1433.85, 1471.86, 1439.26, 1448.97, 1433.75, 1442.01, 1460.01, 1432.48, 1459.70, 1525.53, 1534.84, 1508.84, 1479.97, 1492.71, 1547.72, 1507.23
18.36, 17.50, 17.05, 17.75, 17.73, 17.89, 15.51, 20.75, 15.76, 19.85, 15.54, 15.61, 15.79, 15.55, 16.84, 19.43, 16.32, 17.67, 16.23, 15.45
