Width: 512, Height, 512
IntegralImage: 7467600, 7847700, 6085800, 6493200, 6499500, 6209700, 5957700, 6545700, 6283200, 5579700
FastHessian: 70463400, 62485500, 60354000, 61584600, 54503400, 65013900, 57821400, 58881900, 63279300, 60900000
SurfDescriptor: 3221450400, 3112317600, 3536282400, 3689763000, 3790271100, 3779756400, 3770438700, 3718850100, 3793393800, 3783574200
Width: 685, Height, 610
IntegralImage: 9445800, 10997700, 8897700, 8815800, 8127000, 10825500, 10317300, 12165300, 13778100, 9916200
FastHessian: 107967300, 97141800, 104876100, 100014600, 93202200, 104680800, 103584600, 100846200, 106218000, 108939600
SurfDescriptor: 9708896400, 9650858700, 9691632300, 9374904000, 9640499400, 9534957600, 9439298400, 9296653800, 9338225400, 9687944700
Width: 1024, Height, 912
IntegralImage: 24032400, 22150800, 21212100, 22438500, 20321700, 25468800, 21934500, 21113400, 20458200, 21140700
FastHessian: 210434700, 201944400, 198164400, 189321300, 177584400, 181721400, 185793300, 191606100, 193443600, 192763200
SurfDescriptor: 18946103400, 17822760900, 18355085700, 18043242000, 18460362900, 17637639600, 18006418500, 18034749600, 18090004800, 18511707900
Width: 762, Height, 1309
IntegralImage: 18916800, 21764400, 18559800, 22255800, 21050400, 21457800, 26882100, 22171800, 21907200, 23406600
FastHessian: 200411400, 177313500, 183300600, 191847600, 199875900, 182628600, 193960200, 195405000, 183090600, 191742600
SurfDescriptor: 7809847500, 7508029200, 7545197100, 7501172700, 7789620300, 7949711700, 7647395700, 7914186000, 7998396000, 8180894400
