Width: 512, Height, 512
IntegralImage: 11289600, 8339100, 8406300, 8253000, 10029600, 7058100, 9981300, 8725500, 10317300, 8601600
FastHessian: 87219300, 86868600, 86891700, 82857600, 82742100, 83844600, 80243100, 81606000, 84105000, 84390600
SurfDescriptor: 1652630700, 1687431900, 1634356500, 1539827100, 1647326100, 1613488800, 1644205500, 1617602700, 1629818400, 1607789400
Width: 685, Height, 610
IntegralImage: 13721400, 12568500, 12686100, 16302300, 10661700, 14248500, 12690300, 13020000, 12549600, 10737300
FastHessian: 130718700, 134395800, 137655000, 140294700, 132066900, 132915300, 133116900, 128612400, 129009300, 131247900
SurfDescriptor: 4834993800, 4958963100, 5031198900, 4971741600, 4775059800, 5023403700, 5032370700, 5032322400, 5077932300, 5075166600
Width: 1024, Height, 912
IntegralImage: 27455400, 32909100, 30817500, 29565900, 30359700, 28549500, 29347500, 26819100, 29213100, 27144600
FastHessian: 288714300, 284692800, 284001900, 281950200, 285595800, 282166500, 265969200, 275289000, 290091900, 273012600
SurfDescriptor: 9311261400, 9370628400, 9132263700, 9285752700, 9327868200, 9349477200, 9397976700, 9380987700, 9406725300, 9307015200
Width: 762, Height, 1309
IntegralImage: 29675100, 32583600, 31581900, 26388600, 29011500, 29362200, 31537800, 29532300, 31092600, 30958200
FastHessian: 287435400, 285904500, 271395600, 269375400, 286139700, 275646000, 270270000, 267647100, 257938800, 264564300
SurfDescriptor: 4273422300, 4115573700, 4133039400, 4038925800, 4091724000, 3873641100, 3871161000, 3904496400, 4109771400, 4057641000
