Width: 512, Height, 512
IntegralImage: 7917000, 6612900, 7950600, 8362200, 8303400, 8448300, 8286600, 8505000, 8444100, 6596100
FastHessian: 84623700, 84491400, 75438300, 78279600, 78978900, 74449200, 72893100, 74411400, 79394700, 70476000
SurfDescriptor: 1689395400, 1762563600, 1632197700, 1605865800, 1757880600, 1756492500, 1673145600, 1734841500, 1763972700, 1759235100
Width: 685, Height, 610
IntegralImage: 16403100, 10531500, 10231200, 13675200, 9739800, 10300500, 10621800, 13719300, 9475200, 14588700
FastHessian: 116148900, 123249000, 122900400, 113271900, 121298100, 120506400, 123112500, 120485400, 111421800, 111549900
SurfDescriptor: 5232286500, 5054819700, 5149993800, 5230251600, 5130270600, 5279148000, 5307487500, 5229644700, 5173877100, 5156875500
Width: 1024, Height, 912
IntegralImage: 25502400, 25645200, 29085000, 26869500, 29374800, 28820400, 29166900, 26067300, 27207600, 25542300
FastHessian: 258988800, 245464800, 243337500, 243564300, 239208900, 236720400, 256250400, 251937000, 244587000, 243925500
SurfDescriptor: 9511490100, 11449979100, 11247600000, 9599282700, 9807102900, 9565710000, 9938306700, 10010857500, 10156902000, 10147590600
Width: 762, Height, 1309
IntegralImage: 30624300, 31571400, 25649400, 28843500, 27631800, 27644400, 27159300, 27232800, 30382800, 26220600
FastHessian: 242001900, 256441500, 241056900, 231434700, 235281900, 257558700, 238599900, 242134200, 236657400, 236642700
SurfDescriptor: 4446911700, 4385045700, 4404122100, 4398842700, 4412734200, 4195100700, 4174102800, 4336359300, 4324893300, 4202583000
