Width: 512, Height, 512
IntegralImage: 9231600, 7919100, 9693600, 9815400, 7530600, 6919500, 8471400, 11274900, 7413000, 8704500
FastHessian: 79281300, 79159500, 82840800, 74894400, 74157300, 73080000, 75681900, 72804900, 73516800, 82565700
SurfDescriptor: 2439303300, 2339223600, 2306259900, 2362269000, 2405753700, 2350257000, 2329072200, 2386171200, 2462132400, 2413458600
Width: 685, Height, 610
IntegralImage: 12768000, 12167400, 11052300, 12818400, 8519700, 12675600, 10321500, 8158500, 10031700, 10649100
FastHessian: 110470500, 102385500, 104531700, 96789000, 108418800, 104649300, 102624900, 114519300, 118902000, 106732500
SurfDescriptor: 7199726100, 6814819200, 6993688800, 7010623200, 7367524500, 6999801900, 7240968000, 7059410400, 7266243600, 7229901000
Width: 1024, Height, 912
IntegralImage: 26388600, 24051300, 26367600, 25838400, 23184000, 23043300, 22499400, 25099200, 23904300, 27732600
FastHessian: 223782300, 226188900, 229525800, 212337300, 223143900, 216310500, 225661800, 231079800, 210111300, 222005700
SurfDescriptor: 13378560300, 13273755600, 13301370600, 13580639100, 13443633000, 13317693900, 13523760600, 13452791100, 13299003900, 15039227700
Width: 762, Height, 1309
IntegralImage: 25704000, 29412600, 26968200, 29666700, 24210900, 23055900, 23671200, 25004700, 25613700, 26867400
FastHessian: 228236400, 226025100, 220107300, 217940100, 217977900, 211726200, 206927700, 196578900, 213786300, 203021700
SurfDescriptor: 5467786800, 5849348400, 5491922100, 5632781700, 5673210900, 5698480200, 5896327500, 5673811500, 6058676400, 6150532500
