Width: 512, Height, 512
IntegralImage: 8572200, 7242900, 8099700, 7946400, 7572600, 6092100, 7675500, 9387000, 6029100, 8586900
FastHessian: 76725600, 75306000, 76171200, 72861600, 71870400, 73605000, 79212000, 70089600, 71366400, 76589100
SurfDescriptor: 2410245600, 2103047100, 2130372300, 2187145800, 2168733000, 2175570600, 2421877500, 2145345300, 2133104400, 2189109300
Width: 685, Height, 610
IntegralImage: 13721400, 12621000, 13593300, 11157300, 12364800, 10479000, 10962000, 10623900, 10607100, 12022500
FastHessian: 116862900, 122003700, 115191300, 113864100, 111402900, 121128000, 108362100, 110065200, 113702400, 117146400
SurfDescriptor: 7383948600, 7070429100, 6935399100, 6589398900, 7332332700, 7812285600, 7591182900, 7982887500, 6967976400, 7460808600
Width: 1024, Height, 912
IntegralImage: 23759400, 19918500, 21367500, 23929500, 19853400, 20762700, 19500600, 24376800, 24847200, 21987000
FastHessian: 233524200, 225248100, 210012600, 218656200, 222627300, 215600700, 220500000, 222782700, 208000800, 224525700
SurfDescriptor: 14043435000, 14605495800, 14814685200, 14205949800, 14627825100, 14619171000, 14471354100, 15674561700, 16504878600, 13340714100
Width: 762, Height, 1309
IntegralImage: 22732500, 19786200, 25729200, 20191500, 25216800, 23106300, 22629600, 21497700, 23585100, 22289400
FastHessian: 221820900, 205968000, 204012900, 215449500, 209399400, 207895800, 193298700, 211520400, 218607900, 205440900
SurfDescriptor: 5793872700, 6084157800, 5756690100, 5460798000, 5596065300, 5734465800, 6072194100, 5791193100, 5889615900, 5752861800
