Width: 512, Height, 512
IntegralImage: 13316100, 13307700, 13412700, 13179600, 13242600, 13614300, 13169100, 13116600, 13009500, 13093500
FastHessian: 124939500, 123536700, 126132300, 122329200, 116965800, 123753000, 119742000, 125668200, 121619400, 123942000
SurfDescriptor: 1000755000, 971491500, 986338500, 979362300, 980672700, 964653900, 986317500, 973081200, 976523100, 985834500
Width: 685, Height, 610
IntegralImage: 22371300, 22455300, 22245300, 22024800, 19987800, 19708500, 19695900, 19656000, 19708500, 19628700
FastHessian: 203267400, 195978300, 203143500, 183773100, 197435700, 199193400, 206608500, 197639400, 204533700, 188655600
SurfDescriptor: 2918034000, 2901450300, 2934689100, 2898984900, 2965099200, 2938076400, 2969893500, 2953089300, 2941667400, 2943668700
Width: 1024, Height, 912
IntegralImage: 51267300, 51048900, 48302100, 48499500, 48514200, 48953100, 48621300, 48113100, 48990900, 48482700
FastHessian: 464511600, 439126800, 416703000, 430600800, 438400200, 411858300, 411698700, 411457200, 430367700, 421969800
SurfDescriptor: 6329620500, 6321564900, 6317255700, 6344528400, 6316279200, 6349261800, 6321472500, 6309065700, 6338782800, 6315500100
Width: 762, Height, 1309
IntegralImage: 53396700, 53841900, 53713800, 51870000, 52313100, 58184700, 60696300, 56647500, 51166500, 57871800
FastHessian: 471695700, 460966800, 474889800, 469977900, 476353500, 481093200, 472615500, 468300000, 480711000, 478699200
SurfDescriptor: 2776500300, 2787932700, 2795347800, 2795622900, 2787176700, 2787384600, 2791427100, 2783795700, 2786601300, 2788848300
